# Synthetic flood depth hydrograph — case 052
# type=short  T_peak=1114.0 min  h_peak=0.375 m  alpha=2.451  recession_ratio=3.031
# time (min), depth (m)
1755.0,0.1564
1770.0,0.1533
1785.0,0.1502
1800.0,0.1471
1815.0,0.1441
1830.0,0.1412
1845.0,0.1384
1860.0,0.1356
1875.0,0.1328
1890.0,0.1301
1905.0,0.1275
1920.0,0.1249
1935.0,0.1224
1950.0,0.1199
1965.0,0.1175
1980.0,0.1151
1995.0,0.1128
2010.0,0.1105
2025.0,0.1082
2040.0,0.1061
2055.0,0.1039
2070.0,0.1018
2085.0,0.0997
2100.0,0.0977
2115.0,0.0957
2130.0,0.0938
2145.0,0.0919
2160.0,0.09
2175.0,0.0882
2190.0,0.0864
2205.0,0.0847
2220.0,0.083
2235.0,0.0813
2250.0,0.0796
2265.0,0.078
2280.0,0.0764
2295.0,0.0749
2310.0,0.0734
2325.0,0.0719
2340.0,0.0704
2355.0,0.069
2370.0,0.0676
2385.0,0.0662
2400.0,0.0649
2415.0,0.0636
2430.0,0.0623
2445.0,0.061
2460.0,0.0598
2475.0,0.0586
2490.0,0.0574
2505.0,0.0562
2520.0,0.0551
2535.0,0.054
2550.0,0.0529
2565.0,0.0518
2580.0,0.0508
2595.0,0.0497
2610.0,0.0487
2625.0,0.0478
2640.0,0.0468
2655.0,0.0458
2670.0,0.0449
2685.0,0.044
2700.0,0.0431
2715.0,0.0422
2730.0,0.0414
2745.0,0.0405
2760.0,0.0397
2775.0,0.0389
2790.0,0.0381
2805.0,0.0374
2820.0,0.0366
2835.0,0.0359
2850.0,0.0351
2865.0,0.0344
2880.0,0.0337
2895.0,0.033
2910.0,0.0324
2925.0,0.0317
2940.0,0.0311
2955.0,0.0304
2970.0,0.0298
2985.0,0.0292
3000.0,0.0286
3015.0,0.0281
3030.0,0.0275
3045.0,0.0269
3060.0,0.0264
3075.0,0.0258
3090.0,0.0253
3105.0,0.0248
3120.0,0.0243
3135.0,0.0238
3150.0,0.0233
3165.0,0.0229
3180.0,0.0224
3195.0,0.0219
3210.0,0.0215
3225.0,0.0211
3240.0,0.0206
3255.0,0.0202
3270.0,0.0198
3285.0,0.0194
3300.0,0.019
3315.0,0.0186
3330.0,0.0183
3345.0,0.0179
3360.0,0.0175
3375.0,0.0172
3390.0,0.0168
3405.0,0.0165
3420.0,0.0161
3435.0,0.0158
3450.0,0.0155
3465.0,0.0152
3480.0,0.0149
3495.0,0.0146
3510.0,0.0143
3525.0,0.014
3540.0,0.0137
3555.0,0.0134
3570.0,0.0132
3585.0,0.0129
3600.0,0.0126
3615.0,0.0124
3630.0,0.0121
3645.0,0.0119
3660.0,0.0116
3675.0,0.0114
3690.0,0.0112
3705.0,0.0109
3720.0,0.0107
3735.0,0.0105
3750.0,0.0103
3765.0,0.0101
3780.0,0.0099
3795.0,0.0097
3810.0,0.0095
3825.0,0.0093
3840.0,0.0091
3855.0,0.0089
3870.0,0.0087
3885.0,0.0086
3900.0,0.0084
3915.0,0.0082
3930.0,0.0081
3945.0,0.0079
3960.0,0.0077
3975.0,0.0076
3990.0,0.0074
4005.0,0.0073
4020.0,0.0071
4035.0,0.007
4050.0,0.0068
4065.0,0.0067
4080.0,0.0066
4095.0,0.0064
4110.0,0.0063
4125.0,0.0062
4140.0,0.006
4155.0,0.0059
4170.0,0.0058
4185.0,0.0057
4200.0,0.0056
4215.0,0.0055
4230.0,0.0053
4245.0,0.0052
4260.0,0.0051
4275.0,0.005
4290.0,0.0049
4305.0,0.0048
4320.0,0.0047
4335.0,0.0046
4350.0,0.0045
4365.0,0.0044
4380.0,0.0044
4395.0,0.0043
4410.0,0.0042
4425.0,0.0041
4440.0,0.004
4455.0,0.0039
4470.0,0.0039
4485.0,0.0038
4500.0,0.0037
4515.0,0.0036
4530.0,0.0036
4605.0,0.0
